"","tconst","movielensid","primaryTitle","startYear","runtimeMinutes"
"20943","tt2402565",134559,"ci vediamo domani",2013,"103"
"20944","tt2402579",165411,"der bau",2014,"110"
"20945","tt2402602",141751,"the man whose mind exploded",2012,"77"
"20946","tt2402603",113186,"felony",2013,"105"
"20947","tt2402619",117572,"hit by lightning",2014,"89"
"20948","tt2402623",108789,"beyond the walls",2012,"98"
"20949","tt2402701",139701,"spirit stalkers",2012,"97"
"20950","tt2402927",133645,"carol",2015,"118"
"20951","tt2402985",122278,"ping pong summer",2014,"92"
"20952","tt2403021",133832,"the green inferno",2013,"100"
"20953","tt2403029",106344,"the starving games",2013,"83"
"20954","tt2406676",154352,"ek thi daayan",2013,"135"
"20955","tt2406990",98404,"late summer",2010,"89"
"20956","tt2406992",138436,"the human factor",2013,"83"
"20957","tt2407418",168960,"sample this",2012,"85"
"20958","tt2407712",108844,"bboy for life",2012,"84"
"20959","tt2408040",135494,"b.a. pass",2012,"95"
"20960","tt2408696",155503,"outing - fidanzati per sbaglio",2013,"\N"
"20961","tt2409300",119126,"killers",2014,"137"
"20962","tt2409302",109968,"why don't you play in hell?",2013,"129"
"20963","tt2409634",105382,"this is our time",2013,"104"
"20964","tt2409818",114758,"open windows",2014,"100"
"20965","tt2433448",140082,"best kept secret",2013,"85"
"20966","tt2434800",135298,"les coquillettes",2012,"75"
"20967","tt2434988",127033,"mother, i love you",2013,"83"
"20968","tt2435076",170048,"dead man talking",2012,"101"
"20969","tt2435458",117154,"last weekend",2014,"94"
"20970","tt2435514",140168,"the invoking",2013,"82"
"20971","tt2436046",113497,"antboy",2013,"77"
"20972","tt2436386",127096,"project almanac",2015,"106"
"20973","tt2436452",129248,"exhibition",2013,"104"
"20974","tt2436516",144934,"go goa gone",2013,"108"
"20975","tt2436682",160581,"the duel",2016,"110"
"20976","tt2437548",119216,"goodbye to all that",2014,"87"
"20977","tt2437712",172373,"bank$tas",2013,"80"
"20978","tt2438644",109769,"department q: the keeper of lost causes",2013,"96"
"20979","tt2438860",150780,"100 yen: the japanese arcade experience",2012,"68"
"20980","tt2441982",175995,"the visitors: bastille day",2016,"110"
"20981","tt2442080",127583,"chuck norris vs. communism",2015,"78"
"20982","tt2442466",109388,"all the light in the sky",2012,"79"
"20983","tt2442488",163607,"caffeinated",2015,"80"
"20984","tt2442502",109468,"anything for alice",2014,"99"
"20985","tt2443022",138528,"dark mountain",2013,"82"
"20986","tt2443822",130462,"the boy",2015,"105"
"20987","tt2444006",150838,"fuck for forest",2012,"86"
"20988","tt2444092",163565,"the jungle",2013,"84"
"20989","tt2444946",132902,"girl rising",2013,"101"
"20990","tt2445178",151879,"molly moon and the incredible book of hypnotism",2015,"98"
"20991","tt2445488",146277,"when the iron bird flies: tibetan buddhism arrives in the west",2012,"96"
"20992","tt2445556",105841,"b-side",2013,"97"
"20993","tt2446042",120635,"taken 3",2014,"108"
"20994","tt2446192",100540,"bronies: the extremely unexpected adult fans of my little pony",2012,"90"
"20995","tt2446600",140958,"next goal wins",2014,"97"
"20996","tt2446786",166207,"systemfehler - wenn inge tanzt",2013,"98"
"20997","tt2446980",140928,"joy",2015,"124"
"20998","tt2447750",140154,"the paw project",2013,"58"
"20999","tt2447842",155635,"vinodentro",2013,"92"
"21000","tt2447934",138408,"bianca come il latte, rossa come il sangue",2013,"102"
"21001","tt2448028",137282,"the genius of marian",2013,"85"
"21002","tt2449638",170477,"atomica",2017,"81"
"21003","tt2449810",136229,"sanitarium",2013,"108"
"21004","tt2450042",143541,"sleeping on dark waters",2008,"53"
"21005","tt2450186",103483,"v/h/s/2",2013,"96"
"21006","tt2450258",159089,"i am thor",2015,"82"
"21007","tt2450264",115711,"tiny: a story about living small",2013,"66"
"21008","tt2450440",104680,"the last of robin hood",2013,"94"
"21009","tt2451550",148816,"gone too far",2013,"88"
"21010","tt2451742",117374,"running from crazy",2013,"100"
"21011","tt2452042",145935,"the peanuts movie",2015,"88"
"21012","tt2452200",120783,"son of a gun",2014,"108"
"21013","tt2452236",113908,"getting back to abnormal",2013,"90"
"21014","tt2452254",118246,"clouds of sils maria",2014,"124"
"21015","tt2452352",173189,"compared to what: the improbable journey of barney frank",2014,"87"
"21016","tt2452384",142168,"all that i am",2013,"82"
"21017","tt2452386",159717,"the fundamentals of caring",2016,"97"
"21018","tt2452470",113376,"the reckoning",2014,"86"
"21019","tt2456536",163719,"ya tozhe khochu",2012,"83"
"21020","tt2456720",134553,"tutto tutto niente niente",2012,"96"
"21021","tt2457282",142450,"puella magi madoka magica the movie part iii: rebellion",2013,"116"
"21022","tt2458106",107462,"ninja: shadow of a tear",2013,"95"
"21023","tt2458314",171913,"the last tycoon",2012,"107"
"21024","tt2458776",110678,"bears",2014,"78"
"21025","tt2458820",140206,"jack, jules, esther & me",2013,"106"
"21026","tt2458988",158378,"queen of carthage",2015,"92"
"21027","tt2459022",103966,"lost in thailand",2012,"105"
"21028","tt2459100",108076,"the other shore",2013,"100"
"21029","tt2459156",115828,"copenhagen",2014,"98"
"21030","tt2459920",162536,"truth",2013,"94"
"21031","tt2460426",114629,"park avenue: money, power and the american dream",2012,"70"
"21032","tt2460468",130990,"in the name of the son",2012,"80"
"21033","tt2461034",132592,"gmo omg",2013,"90"
"21034","tt2461126",142126,"something, anything",2014,"88"
"21035","tt2461132",121370,"happy new year",2014,"180"
"21036","tt2461150",162478,"masterminds",2016,"95"
"21037","tt2461226",164278,"going attractions: the definitive story of the american drive-in movie",2013,"85"
"21038","tt2461520",142110,"man down",2015,"90"
"21039","tt2461908",138374,"all'ultima spiaggia",2012,"94"
"21040","tt2463154",135927,"posthumous",2014,"94"
"21041","tt2463288",111375,"walk of shame",2014,"95"
"21042","tt2463302",142164,"wish you well",2013,"100"
"21043","tt2463512",116453,"hateship loveship",2013,"104"
"21044","tt2463808",123949,"the escape",2013,"107"
"21045","tt2464018",109947,"my mom is a character",2013,"84"
"21046","tt2464486",163595,"coming to terms",2013,"85"
"21047","tt2464690",162374,"the rack pack",2016,"87"
"21048","tt2464812",152147,"licks",2013,"113"
"21049","tt2465140",121194,"the single moms club",2014,"111"
"21050","tt2465146",112749,"and so it goes",2014,"94"
"21051","tt2465578",112165,"human capital",2013,"111"
"21052","tt2466212",137666,"the black kung fu experience",2012,"57"
"21053","tt2466684",164901,"heavenly shift",2013,"100"
"21054","tt2466830",111644,"the short game",2013,"99"
"21055","tt2467046",115414,"left behind",2014,"110"
"21056","tt2467442",135180,"k2: siren of the himalayas",2012,"75"
"21057","tt2468638",167642,"beyond the edge",2013,"90"
"21058","tt2468774",131433,"confession of murder",2012,"119"
"21059","tt2468826",137317,"don't cry, mommy",2012,"92"
"21060","tt2469760",136976,"cam2cam",2014,"91"
"21061","tt2472432",133255,"regret!",2013,"95"
"21062","tt2473486",161362,"oxyana",2013,"78"
"21063","tt2473510",144982,"paranormal activity: the ghost dimension",2015,"88"
"21064","tt2473532",138388,"pazze di me",2013,"94"
"21065","tt2473602",113207,"get on up",2014,"139"
"21066","tt2473624",131498,"lawrence & holloman",2013,"88"
"21067","tt2473682",107769,"paranormal activity: the marked ones",2014,"84"
"21068","tt2473718",166685,"leather",2013,"101"
"21069","tt2473794",115824,"mr. turner",2014,"150"
"21070","tt2474024",128832,"the last five years",2014,"94"
"21071","tt2474310",146501,"land of storms",2014,"105"
"21072","tt2474438",128510,"attila marcel",2013,"106"
"21073","tt2474932",157130,"despite the falling snow",2016,"93"
"21074","tt2474958",141393,"kill your friends",2015,"103"
"21075","tt2474972",127315,"alien outpost",2014,"90"
"21076","tt2474976",146307,"the hallow",2015,"97"
"21077","tt2475154",158252,"elena",2012,"80"
"21078","tt2475454",129958,"our vinyl weighs a ton: this is stones throw records",2013,"94"
"21079","tt2475492",129667,"we always lie to strangers",2013,"108"
"21080","tt2475544",102235,"manhunt: the inside story of the hunt for bin laden",2013,"102"
"21081","tt2475794",172893,"solovey-razboynik",2012,"87"
"21082","tt2475802",158534,"delhi dance",2012,"90"
"21083","tt2476090",110001,"cosmic psychos: blokes you can trust",2013,"95"
"21084","tt2476154",105084,"grand masti",2013,"137"
"21085","tt2476552",140683,"west",2013,"102"
"21086","tt2477218",151613,"field of lost shoes",2015,"96"
"21087","tt2479384",113582,"how to be a man",2013,"85"
"21088","tt2479478",148652,"the ridiculous 6",2015,"119"
"21089","tt2479800",111387,"palo alto",2013,"100"
"21090","tt2480454",120112,"the grump",2014,"104"
"21091","tt2480784",103563,"which way is the front line from here? the life and time of tim hetherington",2013,"78"
"21092","tt2481198",105608,"sunshine on leith",2013,"100"
"21093","tt2481202",112338,"anita",2013,"95"
"21094","tt2481238",103452,"pussy riot: a punk prayer",2013,"88"
"21095","tt2481248",112279,"doc of the dead",2014,"81"
"21096","tt2481480",113364,"rob the mob",2014,"104"
"21097","tt2481496",115871,"mercy",2014,"79"
"21098","tt2481512",127214,"stockholm, pennsylvania",2015,"99"
"21099","tt2481554",134802,"murder of a cat",2014,"101"
"21100","tt2483050",138394,"us in the u.s.",2013,"90"
"21101","tt2483208",152179,"way of the wicked",2014,"92"
"21102","tt2484224",171919,"the answer",2015,"83"
"21103","tt2486278",112212,"blood shed",2014,"94"
"21104","tt2486678",134021,"5 to 7",2014,"95"
"21105","tt2486682",108220,"the square",2013,"108"
"21106","tt2486856",142458,"you carry me",2015,"155"
"21107","tt2486880",135226,"such good people",2014,"97"
"21108","tt2488042",133691,"stripped",2014,"85"
"21109","tt2488220",142232,"eden lodge",2015,"80"
"21110","tt2488366",148805,"the unwanted",2014,"95"
"21111","tt2488496",122886,"star wars: the force awakens",2015,"136"
"21112","tt2488740",162342,"mister john",2013,"95"
"21113","tt2488778",142364,"the keeping room",2014,"95"
"21114","tt2489308",111687,"a.c.a.b. all cats are brilliant",2012,"88"
"21115","tt2489512",128318,"charlie victor romeo",2013,"80"
"21116","tt2489734",109064,"the trials of muhammad ali",2013,"86"
"21117","tt2490326",141799,"cooties",2014,"88"
"21118","tt2491500",138440,"the fifth wheel",2013,"113"
"21119","tt2492002",151521,"the homestretch",2014,"90"
"21120","tt2492664",117156,"may in the summer",2013,"99"
"21121","tt2492916",106332,"muscle shoals",2013,"111"
"21122","tt2493318",154786,"die welt",2012,"80"
"21123","tt2493386",134639,"min søsters børn i afrika",2013,"\N"
"21124","tt2493466",135989,"the complex",2013,"106"
"21125","tt2493486",131714,"last knights",2015,"115"
"21126","tt2494280",114818,"stretch",2014,"94"
"21127","tt2494362",144976,"bone tomahawk",2015,"132"
"21128","tt2494384",127182,"aloft",2014,"112"
"21129","tt2494834",117476,"stockholm stories",2013,"97"
"21130","tt2495104",132180,"parts per billion",2014,"98"
"21131","tt2495118",103665,"ip man: the final fight",2013,"100"
"21132","tt2495212",133596,"loving",2012,"105"
"21133","tt2497808",111152,"ambushed",2013,"96"
"21134","tt2497980",134126,"the lookalike",2014,"100"
"21135","tt2498626",139295,"the movie out here",2012,"90"
"21136","tt2499076",103798,"the crash reel",2013,"108"
"21137","tt2499414",162228,"best night ever",2013,"90"
"21138","tt2499818",117889,"drei stunden",2012,"100"
"21139","tt2501366",152493,"scrawl",2015,"82"
"21140","tt2503154",113313,"the den",2013,"81"
"21141","tt2503944",142536,"burnt",2015,"101"
"21142","tt2503954",141860,"broken horses",2015,"101"
"21143","tt2504022",111813,"narco cultura",2013,"103"
"21144","tt2504404",110173,"wolf",2013,"122"
"21145","tt2504580",151637,"soulmate",2013,"104"
"21146","tt2504640",149902,"garm wars: the last druid",2014,"92"
"21147","tt2505294",119966,"ask me anything",2014,"100"
"21148","tt2505376",138180,"all eyes and ears",2015,"90"
"21149","tt2505856",152656,"infliction",2014,"100"
"21150","tt2505938",107354,"good ol' freda",2013,"86"
"21151","tt2506388",155505,"mademoiselle c",2013,"93"
"21152","tt2507128",111592,"birth of the living dead",2013,"76"
"21153","tt2507238",155892,"me him her",2015,"98"
"21154","tt2507280",118922,"mr. jones",2013,"84"
"21155","tt2507488",100190,"poor us: an animated history of poverty",2012,"52"
"21156","tt2525342",111228,"a fragile trust: plagiarism, power, and jayson blair at the new york times",2013,"75"
"21157","tt2526152",116141,"the russian novel",2012,"140"
"21158","tt2526846",118766,"i am santa claus",2014,"89"
"21159","tt2527186",118252,"all cheerleaders die",2013,"89"
"21160","tt2528814",110603,"god's not dead",2014,"113"
"21161","tt2712878",126923,"monsterman",2014,"85"
"21162","tt2712990",166255,"bonobo",2014,"83"
"21163","tt2713180",115210,"fury",2014,"134"
"21164","tt2713642",142200,"jersey shore massacre",2014,"88"
"21165","tt2714380",126562,"the remaining",2014,"88"
"21166","tt2714900",112399,"finding vivian maier",2013,"83"
"21167","tt2714934",149794,"i just wanna hug you",2014,"122"
"21168","tt2715446",134631,"living images",2013,"135"
"21169","tt2717318",132338,"i am soldier",2014,"84"
"21170","tt2717528",126424,"miraculum",2014,"109"
"21171","tt2717558",105453,"on the job",2013,"118"
"21172","tt2717822",120637,"blackhat",2015,"133"
"21173","tt2717860",114244,"the riot club",2014,"107"
"21174","tt2718314",149148,"dark awakening",2014,"95"
"21175","tt2718440",150604,"moonwalkers",2015,"107"
"21176","tt2718442",134702,"the king's surrender",2014,"107"
"21177","tt2718492",106452,"ida",2013,"82"
"21178","tt2718538",163120,"honeymoon",2013,"98"
"21179","tt2719094",129889,"papusza",2013,"131"
"21180","tt2719448",147843,"starring adam west",2013,"98"
"21181","tt2719848",142448,"everest",2015,"121"
"21182","tt2719868",163631,"last summer",2013,"73"
"21183","tt2720680",115216,"the salvation",2014,"92"
"21184","tt2721152",140218,"p-51 dragon fighter",2014,"85"
"21185","tt2721744",163691,"city 40",2016,"73"
"21186","tt2722504",169428,"mr. pig",2016,"100"
"21187","tt2723176",155170,"amorous",2014,"82"
"21188","tt2723240",142106,"zeit der kannibalen",2014,"93"
"21189","tt2723576",139632,"the sleepwalker",2014,"91"
"21190","tt2723912",167360,"bending colours",2012,"38"
"21191","tt2724236",118350,"tell",2014,"89"
"21192","tt2729818",130624,"southern baptist sissies",2013,"138"
"21193","tt2731398",159467,"fifi howls from happiness",2013,"96"
"21194","tt2731434",109030,"métastases",2012,"\N"
"21195","tt2732210",161898,"tumbledown",2013,"80"
"21196","tt2732932",132958,"the kill team",2013,"79"
"21197","tt2733258",112866,"the strange color of your body's tears",2013,"102"
"21198","tt2734566",149584,"the bride",2015,"96"
"21199","tt2735292",143559,"l.a. slasher",2015,"86"
"21200","tt2735996",128614,"endless night",2015,"104"
"21201","tt2737050",113705,"two days, one night",2014,"95"
"21202","tt2737310",110194,"mistaken for strangers",2013,"75"
"21203","tt2737814",164177,"desolate",2013,"77"
"21204","tt2737926",140016,"always watching: a marble hornets story",2015,"92"
"21205","tt2738050",160240,"will you still love me tomorrow?",2013,"104"
"21206","tt2738218",154919,"decency",2013,"79"
"21207","tt2739338",144654,"the christmas candle",2013,"100"
"21208","tt2739884",172157,"love in vegas",2014,"78"
"21209","tt2740538",125539,"he who dares",2014,"82"
"21210","tt2740874",126438,"two: the story of roman & nyro",2013,"71"
"21211","tt2741624",170545,"pluto",2012,"114"
"21212","tt2741806",112434,"in bloom",2013,"102"
"21213","tt2749282",158540,"papa hemingway in cuba",2015,"110"
"21214","tt2751310",116849,"sex ed",2014,"92"
"21215","tt2751576",138392,"out of the blue",2013,"108"
"21216","tt2752200",106983,"young & beautiful",2013,"95"
"21217","tt2752688",116841,"rosewater",2014,"103"
"21218","tt2752724",144938,"money for nothing: inside the federal reserve",2013,"104"
"21219","tt2752758",108243,"devil's due",2014,"89"
"21220","tt2752772",140529,"sinister 2",2015,"97"
"21221","tt2753492",164558,"ci vuole un gran fisico",2013,"90"
"21222","tt2753778",138808,"the death of ""superman lives"": what happened?",2015,"104"
"21223","tt2755016",104721,"the motivation",2013,"88"
"21224","tt2756032",113829,"the one i love",2014,"91"
"21225","tt2758880",113240,"winter sleep",2014,"196"
"21226","tt2758890",113703,"welcome to new york",2014,"125"
"21227","tt2758904",136666,"search party",2014,"93"
"21228","tt2759292",140200,"the third half",2013,"94"
"21229","tt2759372",133671,"code black",2013,"78"
"21230","tt2760634",117117,"quantum love",2014,"81"
"21231","tt2763304",168266,"t2 trainspotting",2017,"117"
"21232","tt2763624",128948,"na kathesai kai na koitas",2013,"98"
"21233","tt2763746",145598,"my man",2014,"129"
"21234","tt2763764",144546,"running man",2013,"127"
"21235","tt2764784",131168,"phoenix",2014,"98"
"21236","tt2765340",106336,"so young",2013,"131"
"21237","tt2766004",130275,"the life and mind of mark defriest",2014,"92"
"21238","tt2766268",134678,"the games maker",2014,"111"
"21239","tt2767948",138402,"welcome mr. president",2013,"98"
"21240","tt2768766",169064,"faith connections",2013,"115"
"21241","tt2768874",111787,"phantom of the woods",2013,"101"
"21242","tt2769184",135627,"debug",2014,"86"
"21243","tt2769896",115925,"solan og ludvig - jul i flåklypa",2013,"76"
"21244","tt2771200",168366,"beauty and the beast",2017,"129"
"21245","tt2771372",109864,"veronica mars",2014,"107"
"21246","tt2771506",151523,"the perfect 46",2014,"97"
"21247","tt2771800",114680,"rigor mortis",2013,"103"
"21248","tt2772092",113853,"antisocial",2013,"90"
"21249","tt2773898",148717,"red wine",2013,"\N"
"21250","tt2776106",129841,"floating skyscrapers",2013,"93"
"21251","tt2776344",145058,"pee mak",2013,"115"
"21252","tt2776704",157371,"decay",2015,"98"
"21253","tt2781516",118256,"wolfcop",2014,"79"
"21254","tt2781832",118260,"final prayer",2013,"89"
"21255","tt2782754",166289,"allende en su laberinto",2014,"90"
"21256","tt2782834",101975,"isteve",2013,"79"
"21257","tt2782844",165651,"billionaire ransom",2016,"107"
"21258","tt2782868",138660,"eadweard",2015,"104"
"21259","tt2783020",124869,"jay and silent bob's super groovy cartoon movie",2013,"64"
"21260","tt2784134",136680,"battle for skyark",2016,"88"
"21261","tt2784462",109529,"everybody street",2013,"83"
"21262","tt2784512",111663,"zombeavers",2014,"77"
"21263","tt2784678",118924,"top five",2014,"102"
"21264","tt2784936",155545,"backtrack",2015,"90"
"21265","tt2785032",126599,"the little death",2014,"96"
"21266","tt2785288",112404,"jack strong",2014,"128"
"21267","tt2785390",120274,"america: imagine the world without her",2014,"105"
"21268","tt2786278",106859,"amen",2013,"165"
"21269","tt2787570",159259,"a serious game",2016,"115"
"21270","tt2787834",132317,"way beyond weight",2012,"\N"
"21271","tt2788228",167484,"marry me",2014,"94"
"21272","tt2788512",144764,"death valley",2015,"88"
"21273","tt2788556",136926,"gemma bovery",2014,"99"
"21274","tt2788710",119141,"the interview",2014,"112"
"21275","tt2788716",132800,"welcome to me",2014,"87"
"21276","tt2788732",160573,"pete's dragon",2016,"102"
"21277","tt2789422",155850,"elektro moskva",2013,"89"
"21278","tt2789926",140876,"boys in brazil",2014,"92"
"21279","tt2790182",136814,"x/y",2014,"82"
"21280","tt2790236",137570,"beloved sisters",2014,"138"
"21281","tt2791026",167268,"city of dead men",2014,"87"
"21282","tt2792332",164973,"love building",2013,"85"
"21283","tt2792346",135472,"les gazelles",2014,"100"
"21284","tt2793490",117434,"starry eyes",2014,"98"
"21285","tt2795078",103751,"gasland part ii",2013,"125"
"21286","tt2795848",143635,"je fais le mort",2013,"104"
"21287","tt2796678",138546,"the opposite sex",2014,"97"
"21288","tt2797106",124125,"way back home",2013,"131"
"21289","tt2797190",164536,"after midnight",2014,"86"
"21290","tt2797242",134330,"bombay talkies",2013,"127"
"21291","tt2798456",133806,"scintilla",2014,"94"
"21292","tt2799040",148986,"darkness on the edge of town",2014,"87"
"21293","tt2799166",113769,"the pyramid",2014,"89"
"21294","tt2800038",114013,"atlas shrugged: who is john galt?",2014,"99"
"21295","tt2800050",161181,"a beautiful planet",2016,"45"
"21296","tt2800240",111764,"serial (bad) weddings",2014,"97"
"21297","tt2800340",171505,"on the milky road",2016,"125"
"21298","tt2800964",111226,"all of me",2013,"54"
"21299","tt2801746",116483,"hawaii",2013,"102"
"21300","tt2802136",128632,"home sweet hell",2015,"98"
"21301","tt2802144",119145,"kingsman: the secret service",2014,"129"
"21302","tt2802154",116138,"leviathan",2014,"140"
"21303","tt2806390",170036,"milton's secret",2016,"88"
"21304","tt2807624",139034,"the closed circuit",2013,"120"
"21305","tt2808680",121479,"no thank you",2014,"97"
"21306","tt2808986",138632,"tokyo tribe",2014,"116"
"21307","tt2809082",117869,"bastards",2014,"80"
"21308","tt2811878",141634,"you and the night",2013,"98"
"21309","tt2814362",145921,"united passions",2014,"110"
"21310","tt2815072",135877,"indigenous",2014,"86"
"21311","tt2815902",162460,"the childhood of a leader",2015,"115"
"21312","tt2818178",114550,"when animals dream",2014,"84"
"21313","tt2818252",168922,"couple in a hole",2015,"105"
"21314","tt2818654",162632,"cemetery of splendor",2015,"122"
"21315","tt2819130",141858,"omg, i'm a robot!",2015,"75"
"21316","tt2820226",112013,"the last call",2013,"92"
"21317","tt2820852",130634,"furious 7",2015,"137"
"21318","tt2821088",105193,"bastards",2013,"100"
"21319","tt2821314",138606,"the rise and rise of bitcoin",2014,"96"
"21320","tt2821832",123985,"hazmat",2013,"80"
"21321","tt2822400",138200,"nothing bad can happen",2013,"110"
"21322","tt2822578",144746,"gravy",2015,"95"
"21323","tt2822584",159795,"future shock! the story of 2000ad",2014,"110"
"21324","tt2822672",172573,"rock dog",2016,"90"
"21325","tt2822742",140096,"3 hearts",2014,"108"
"21326","tt2823054",160567,"mike and dave need wedding dates",2016,"98"
"21327","tt2823088",109786,"carmina y amén.",2014,"100"
"21328","tt2823574",105470,"extraction",2013,"106"
"21329","tt2824852",144466,"deadly virtues: love.honour.obey.",2014,"87"
"21330","tt2825120",144472,"crows explode",2014,"129"
"21331","tt2825230",144066,"blood punch",2014,"104"
"21332","tt2825768",158563,"the outrageous sophie tucker",2014,"96"
"21333","tt2826922",107202,"reel rock 7",2012,"\N"
"21334","tt2827320",117498,"fandry",2013,"101"
"21335","tt2827708",148711,"steak (r)evolution",2014,"135"
"21336","tt2827908",147126,"silenced",2014,"102"
"21337","tt2828840",144404,"fists of legend",2013,"154"
"21338","tt2828884",136662,"hoovey",2015,"91"
"21339","tt2828954",137616,"7 minutes",2014,"92"
"21340","tt2828996",110773,"a haunted house 2",2014,"86"
"21341","tt2830416",105068,"hawking",2013,"86"
"21342","tt2831404",167372,"dr. cabbie",2014,"101"
"21343","tt2831414",156104,"everything is copy",2015,"89"
"21344","tt2832470",116668,"dead snow 2: red vs. dead",2014,"100"
"21345","tt2833074",118884,"1987",2014,"105"
"21346","tt2833408",118886,"crimi clowns: de movie",2013,"102"
"21347","tt2833768",157073,"theory of obscurity: a film about the residents",2015,"87"
"21348","tt2835548",155890,"grand central",2013,"94"
"21349","tt2835556",144312,"fallen city",2011,"92"
"21350","tt2836166",107516,"punk's dead: slc punk 2",2016,"75"
"21351","tt2836202",167662,"across the river",2013,"92"
"21352","tt2836252",110377,"fiston",2014,"88"
"21353","tt2836260",149608,"chrysalis",2014,"100"
"21354","tt2837296",163002,"second coming",2014,"105"
"21355","tt2837336",140962,"amnesiac",2014,"90"
"21356","tt2837366",135218,"chanthaly",2012,"98"
"21357","tt2837602",147366,"reality terror night",2013,"88"
"21358","tt2841572",135717,"dancing arabs",2014,"104"
"21359","tt2842470",150846,"¡asu mare!",2013,"\N"
"21360","tt2843344",164270,"l'autre vie de richard kemp",2013,"102"
"21361","tt2844798",112550,"white god",2014,"121"
"21362","tt2844816",161930,"hafu: the mixed-race experience in japan",2013,"90"
"21363","tt2865120",157865,"ratchet & clank",2016,"94"
"21364","tt2865558",117448,"kiki's delivery service",2014,"108"
"21365","tt2866360",113741,"coherence",2013,"89"
"21366","tt2866660",130077,"lost for life",2013,"75"
"21367","tt2866676",121586,"paraíso",2013,"105"
"21368","tt2866824",142068,"tiger orange",2014,"75"
"21369","tt2869728",151315,"ride along 2",2016,"102"
"21370","tt2870612",113780,"as above, so below",2014,"93"
"21371","tt2870648",137337,"amy",2015,"128"
"21372","tt2870708",112946,"wish i was here",2014,"106"
"21373","tt2870756",113225,"magic in the moonlight",2014,"97"
"21374","tt2870808",116413,"life partners",2014,"93"
"21375","tt2871116",150568,"2 autumns, 3 winters",2013,"91"
"21376","tt2871256",140882,"i am happiness on earth",2014,"122"
"21377","tt2872462",127130,"mistress america",2015,"84"
"21378","tt2872518",169842,"the shack",2017,"132"
"21379","tt2872570",133964,"on any sunday: the next chapter",2014,"90"
"21380","tt2872718",115569,"nightcrawler",2014,"118"
"21381","tt2872724",136932,"out of the dark",2014,"92"
"21382","tt2872732",111360,"lucy",2014,"89"
"21383","tt2872750",131656,"shaun the sheep movie",2015,"85"
"21384","tt2872810",123314,"mischief night",2013,"87"
"21385","tt2873214",139805,"bad turn worse",2013,"92"
"21386","tt2890140",164653,"the dove flyer",2013,"105"
"21387","tt2891070",130512,"hippocrates: diary of a french doctor",2014,"102"
"21388","tt2891174",127178,"99 homes",2014,"112"
"21389","tt2893490",136656,"manglehorn",2014,"97"
"21390","tt2893780",134597,"convict",2014,"110"
"21391","tt2896036",134378,"living is easy with eyes closed",2013,"108"
"21392","tt2898306",165685,"harry & snowman",2015,"84"
"21393","tt2900624",145468,"all hallows' eve",2013,"83"
"21394","tt2900822",112753,"torment",2013,"82"
"21395","tt2911666",115149,"john wick",2014,"101"
"21396","tt2911668",132442,"beyond the reach",2014,"91"
"21397","tt2911674",142867,"tiger house",2015,"80"
"21398","tt2912120",155631,"the young kieslowski",2014,"94"
"21399","tt2912144",149616,"manuscripts don't burn",2013,"125"
"21400","tt2914740",144158,"deep dark",2015,"79"
"21401","tt2914838",113300,"r100",2013,"99"
"21402","tt2915160",114273,"bethlehem",2013,"99"
"21403","tt2915662",114565,"double play: james benning and richard linklater",2013,"70"
"21404","tt2916416",120930,"over your dead body",2014,"93"
"21405","tt2916510",115373,"miss and the doctors",2013,"102"
"21406","tt2922440",131749,"nice and easy",2014,"93"
"21407","tt2922590",145032,"blood of my blood",2015,"106"
"21408","tt2922724",162154,"bazodee",2016,"101"
"21409","tt2923088",165537,"the windmill",2016,"85"
"21410","tt2923316",126420,"american heist",2014,"94"
"21411","tt2923652",127957,"my so-called father",2014,"127"
"21412","tt2924336",159739,"the gambler",2013,"109"
"21413","tt2924442",136636,"the pact ii",2014,"96"
"21414","tt2924472",140325,"mumbai police",2013,"145"
"21415","tt2924478",147358,"camp massacre",2014,"130"
"21416","tt2924590",140629,"snails in the rain",2013,"82"
"21417","tt2925642",129669,"kids for cash",2013,"102"
"21418","tt2925768",125906,"ned rifle",2014,"85"
"21419","tt2926068",143436,"manam",2014,"163"
"21420","tt2926810",117312,"abcs of death 2",2014,"125"
"21421","tt2927212",161328,"dear eleanor",2016,"89"
"21422","tt2929652",155360,"road games",2015,"95"
"21423","tt2929690",168168,"margarita with a straw",2014,"100"
"21424","tt2929890",127701,"in the name of my daughter",2014,"116"
"21425","tt2932536",161650,"47 meters down",2017,"89"
"21426","tt2932606",135841,"siddharth",2013,"96"
"21427","tt2933474",129250,"superfast!",2015,"99"
"21428","tt2933544",134851,"5 flights up",2014,"88"
"21429","tt2933794",164699,"man vs snake: the long and twisted tale of nibbler",2015,"92"
"21430","tt2934404",173447,"intimate parts",2013,"80"
"21431","tt2934696",115676,"hard sun",2014,"95"
"21432","tt2935476",132961,"far from the madding crowd",2015,"119"
"21433","tt2935564",129749,"the connection",2014,"135"
"21434","tt2936174",108516,"visitors",2013,"87"
"21435","tt2936180",132068,"far from men",2014,"101"
"21436","tt2936470",132060,"electricity",2014,"96"
"21437","tt2936552",141892,"earth's golden playground",2013,"106"
"21438","tt2936884",170317,"lost in paris",2016,"83"
"21439","tt2936938",164023,"life is a trumpet",2015,"92"
"21440","tt2936978",163040,"war book",2014,"92"
"21441","tt2937254",136650,"balls out",2014,"100"
